	tweet	hashtags
1772	Day 4 of #IEMAConnect22 has begun with #NetZero methodolgies with @PeterWattsSD &amp; we have upcoming sessions on #GreenSkills with @LinkedIn, #CircularEconomy with @ReLondon_UK &amp; IEMA's 'Guidance on #Sustainability for @NHSuk Non-Executive Directors'.  ajFu5cWSZe  U7A9yrigr0	['iemaconnect22', 'netzero', 'greenskills', 'circulareconomy', 'sustainability']
1773	We love going to conferences as we get to meet you in person.  Here are some pictures from the LARAC Conference a couple of weeks ago. It was really nice connecting with so many of you.  If you were there let us in the comments below.  #wastemanagement #supportingcouncils  QjSBjmNaZU	['wastemanagement', 'supportingcouncils']
1774	Our new #blog on the ultimate guide to #ElectronicWaste is out!   Read below to find out why #Ewaste is a threat to the future and how you can use Evreka's efficient resource and #WasteManagement solutions for #sustainable growth!  👉  0gG9wX2b76	['blog', 'electronicwaste', 'ewaste', 'wastemanagement', 'sustainable']
1775	Letzte Woche haben wir im Rahmen der @Bitkom #SCCON22 im AK Digitalisierung &amp; Nachhaltigkeit über Geschäftsmodelle auf Basis der #circulareconomy gesprochen. Morgen (25.10.) geht es mit einem konkreten Beispiel weiter: #Refurbishment &amp; #Reuse von IT-Geräten in der Digitalbranche.  DclsWgp5ri	['sccon22', 'circulareconomy', 'refurbishment', 'reuse']
1776	"@Shadow2b1 @9NewsSyd It's not their habitat at all they're an introduced species and one of the worst ""Mynas were listed among 100 of the world’s worst invasive species by the World Conservation Union (IUCN) in 2000. In Australia, common mynas are considered to threaten native biodiversity"""	[]
1777	"Doorstep by @arantxa_tapia #Basque Government of #Spain, at #ENVI Council on 24 October 2022 in #Luxembourg. On #Ecodesign: We need to move towards a much more #circulareconomy where we are capable of using all waste and re-introduce it in the life cycle""  Iab5RXTOtO"	['basque', 'spain', 'envi', 'luxembourg', 'ecodesign', 'circulareconomy']
1778	@LilSyreen Your th victum	[]
1779	Thanks for raising awareness about this Clare!  For everyone wishing to raise awareness/reduce microplastic pollution from artificial grass sports pitches, please share the guidelines from our resource page:    CDUaacG1lV	[]
1780	"Josep Sánchez Llibre, presidente de @FomentTreball propone en la jornada ""De la linealidad a la circularidad"" un cambio en la fiscalidad: pasar del ""quien contamina paga"" al ""quien transforma, paga menos"". #sostenibilidad #circulareconomy"	['sostenibilidad', 'circulareconomy']
1781	#Science for #sustainability and #circulareconomy    9EWlCW4Rh4	['science', 'sustainability', 'circulareconomy']
1782	I see wealth where you see waste I see cash where you see trash I see hope where you see despair What do you see in your situation?  #wealthtowaste #Engineering #wastemanagement #systemengineering	['wealthtowaste', 'engineering', 'wastemanagement', 'systemengineering']
1783	One of the tips on how to sustain our environment is by planting trees. Trees provide food and oxygen. They help save energy, clean the air, and help combat climate change.  #mondaymotivation #wastemanagement #environmentalsustainability #upcyclinginlagos #zannytecture  gRYmMpmLS2	['mondaymotivation', 'wastemanagement', 'environmentalsustainability', 'upcyclinginlagos', 'zannytecture']
1784	Pleased to brief @wto Members on @UNECE session on ESG traceability of value chains at WTO Trade and Environment Week!  Look forward to continuing supporting UNECE transition economies to ensure the #circulareconomy transition serves as an enabler, and not as a barrier to trade  s9EgH2zXiw	['circulareconomy']
1785	Our mission is to help organisations achieve their #netzero and #circulareconomy goals by embedding #reuse in activities.   Get in touch to start #reusing in your organisation.  Be a #ReuseHero and #GetWarpit #ZeroWaste #sustainability  GbMnFxe68z	['netzero', 'circulareconomy', 'reuse', 'reusing', 'reusehero', 'getwarpit', 'zerowaste', 'sustainability']
1786	We wish the @UN @UNEP @UNBiodiversity @UNDP @COP26 @UN_Women @UNDPClimate @IUCN @IPBES @UN_PGA @UNICEF @UNESCO happy #UNDay2022. Keep up the amazing work!	['unday2022']
1787	Looking for advice! 👀 Any recommendations for researchers who do hair-trapping high up in the canopy? 🌳 If so, please get in touch  3dnukml7AU	[]
1788	Lying over text then putting my phone on mute ❤️	[]
1789	Comença la jornada “De la linealitat a la circularitat. Com canviar el model productiu” @VincesAffairs @FomentTreball. Analitzarem la situació actual en el canvi dels sistemes productius de lineals a circulars i coneixerem casos d’èxit empresarials.#circulareconomy  dHCBc5pKkN	['circulareconomy']
1790	Join our Gardening Session this week!   Tuesday Singleton next to the Horton building 1 pm - 1:30pm . Wednesday Bay in front of the College and behind the Oracle II 12pm - 1pm.  #circulareconomy #climateaction #grassroots 🎉💚🌍 #GCA #SDG  ZAhaJUxpLm	['circulareconomy', 'climateaction', 'grassroots', 'gca', 'sdg']
1791	Project Update!  piBaCj1XXW   Future planning and support 🗒️✍️ Stay tuned!  @NorventoEnerxia  #IVEM  @ainiatecnologia @DTUtweet @Auth_University @innovarum_ @EU_H2020  #ProjectNEOSUCCESS #H2020 #BioMethane #BioSuccinicAcid #Research #circulareconomy	['ivem', 'projectneosuccess', 'h2020', 'biomethane', 'biosuccinicacid', 'research', 'circulareconomy']
1792	#circulareconomy #humanrightissue  reQWYIdvIw	['circulareconomy', 'humanrightissue']
1793	Happy Monday everyone!  Just a reminder that I’ll accept my empty bottles back and give you some money in exchange or a discount on your next purchase #return #reuse #reduce #circulareconomy #reducewaste #lovewhereyoulive @NWalesSocial @MoldReduction  ZkzgbFHa7m	['return', 'reuse', 'reduce', 'circulareconomy', 'reducewaste', 'lovewhereyoulive']
1794	Maailmanjärjestön kokous alkaa @waza Edeltävä viikko oli @IUCN_CPSG Tällä viikolla tällä kanavalla kaikenlaisia lajien suojelusta ja eläimistä.  xlY8Y3eGLN	[]
1795	And here comes already video number 2: BFT International visited Lujabetoni in Finland and asked about their approach to the challenges and crises of our time. #sustainability #circulareconomy #finland #scandinavia #challenges #precast #concrete #interview  rIBxXnfITG	['sustainability', 'circulareconomy', 'finland', 'scandinavia', 'challenges', 'precast', 'concrete', 'interview']
1796	アライグマ 【学名】 Procyon lotor 【種類】 哺乳綱 ネコ目 アライグマ科 アライグマ属アライグマ 【レッドリスト】 IUCNによる保全状況（Ver.3.1）        LC：軽度懸念  h5m0sFZoen	[]
1797	#naturebasedsolutions #pollutionfreeenvironment #sdgs2030 #greeneconomy #circulareconomy #greenspaces, end #greenhousegasemissions through our home-grown garden that promote a healthy planet.	['naturebasedsolutions', 'pollutionfreeenvironment', 'sdgs2030', 'greeneconomy', 'circulareconomy', 'greenspaces', 'greenhousegasemissions']
1798	На сегодняшний день на пластик приходится 85% морского мусора. К 2040 его объемы в океане почти утроятся: ежегодно они будут увеличиваться на 23–37 млн метрических тонн. Это около 50 кг пластика на метр береговой линии по всему миру #BeatPlasticPollution  kCpUQYRzDK  YiwrZOER2W	['beatplasticpollution']
1799	@MRobertsQLD You would also go against meaningful policy to stop microplastic polluters	[]
1800	Packaging plays an essential role in keeping our food safe and shelf-stable. 🥫 🛡️ ❤️  But that's not all, it also helps reduce food waste, provide consumer information, and more... ⬇️ #EUFarm2Fork #CircularEconomy  He1sOqC96Q	['eufarm2fork', 'circulareconomy']
1801	Happy Monday 🍁♻  @envagroup has today announced the opening of a new recycling facility for used oil filters and oily rags at its Bilsthorpe site in Nottinghamshire. 👏🍾  Read today on Future Waste:   aiPnJ626yj  #recycling #oil #wastemanagement  HsY2hPnn2A	['recycling', 'oil', 'wastemanagement']
1802	The ferrous market has seen a “remarkable turnaround” in the past year, with EU steel production declining and rapid growth in India.  Read the @letsrecycle article -  TC6EZzpwxB  #wastemanagement #metalrecycling #steelproduction	['wastemanagement', 'metalrecycling', 'steelproduction']
1803	At #ESTEVE, this #InternationalDayAgainstClimateChange, we emphasize our strong commitment to reduce our carbon footprint, achieve optimal energy management and to promote a #CircularEconomy🌍 More info about our responsibility👉 IvGl5ATRQU  P255PGJRrv	['esteve', 'internationaldayagainstclimatechange', 'circulareconomy']
1804	👉👉 Circular Economy in European Small and Medium-sized Enterprises.  Video - Chowdhury SOUMYADEB @tbs_education @TBS_Casablanca @TBSAlumni @ActuFNEGE  #expertsmanagement #management #circulareconomy #sustainability  v8QRKHsAXJ	['expertsmanagement', 'management', 'circulareconomy', 'sustainability']
1805	These are the key product value chains that were selected by SoTecIn Factory as the basis of future missions, sustainable goals aimed at facilitating systemic industry transformation towards #circulareconomy🌱🌍♻️  Curious about missions? Read here: ➡️ 9ZQn3ZPn5O  LWjrf6c7wF	['circulareconomy']
1806	Check out the latest survey about plastic recycling in other parts of the world! #recycling #plasticwaste	['recycling', 'plasticwaste']
1807	@FossGregfoss @shouldbuybtc @bradmillscan @HodlSolo @BitcoinConfUK @Bridge2Bitcoin @LaserEyesCards @LawrenceLepard @BeccaAmilee Yep, we are non profit, motivation is #circulareconomy, but we'd love to find a way to add enough value to get to profit. Plan is that onboarding merchants now we develop our knowledge, keep abreast of pymnt tech devts and can bring/earn that value later in #Bitcoin 's evolution.	['circulareconomy', 'bitcoin']
1808	Microplastics are a hot topic in public discussion nowadays.  🔎Bhakti Jadhav, an Indian PhD student studies the influence of microplastic pollution on the physical and chemical properties of agricultural soil and plants🌿👉Read more:  JyGAtVoxlo #phdlife #agriculture  k4Dycm4fQi	['phdlife', 'agriculture']
1809	Si vous obtenez une moyenne supérieure ou égale à 75% aux examens d'un MOOC, n'oubliez pas de télécharger votre attestation.  If you have an average score equal or above 75%, don't forget to download your attestation of success.    MnZppj9Zbp  NlRqEUOCjF	[]
1810	If we want to defeat poverty, we have to tackle sanitation first . Practice proper sanitation at home by encouraging proper waste disposal  #GetABin  @OCGRI  @ZoomlionLtd  @WasteManagement  DBU7oe5XNc	['getabin']
1811	This is a great example of the #circulareconomy working for N Ireland.	['circulareconomy']
1812	🦈Blue Shark🦈  🌊They can be seen in the UK June-October and are listed as Near Threatened by the IUCN  ❗️Despite the negative light they are often portrayed in, 6-8 humans are killed by sharks every year for every 100 MILLION sharks killed per year by humans❗️  Zgm8xz1NzV	[]
1813	💡Take-away from the #ENVforum conference by Dr Atsushi Watabe, @IGES_JP @IGES_EN, emphasizing the role of the local community.  #SDG12 #SDG13 #circulareconomy  3LpySlurNv	['envforum', 'sdg12', 'sdg13', 'circulareconomy']
1814	This week’s 3 #WCEF2022 side events:  🟡 24 Oct (=today) on waste management in #Africa 🟡 27 Oct on #CircularEconomy road maps in #Africa 🟡 27 Oct on social justice + until 7 Nov #CircularEconomy #business challenge is on  ➡️Read more and join:  m4y634Hpox  HVwRHVYiyI	['wcef2022', 'africa', 'circulareconomy', 'africa', 'circulareconomy', 'business']
1815	✅Insights ✅Research ✅Experiences ✅Ideas  Day 1 of the #ENVforum conference comes to an end.  What's the way forward? Closing panel with experts from @IGES_EN, @ADB_HQ and  @ceu moderated by Prof Suh-Yong Chung, @UniversityKorea.  #circulareconomy  lCe4Vrk4lp	['envforum', 'circulareconomy']
1816	Bevor wir uns in die Winterpause verabschieden, möchten wir noch einmal die Gelegenheit nutzen und Sie das letzte Mal für dieses Jahr zum aktuellen #Newsletter der BMBF-Fördermaßnahme ReziProK begrüßen!  📨👉  e3hL2ItCSK  #ReziProK #circulareconomy #news #newsletter  W0OCLqgccy	['newsletter', 'reziprok', 'circulareconomy', 'news', 'newsletter']
1817	Can you spot the gibbon ? 👀  Happy International Gibbon Day!!  #IGD2022	['igd2022']
1818	Then, at 15:00, François de Bie from TotalEnergies – Corbion is here to talk about PLA bioplastics. It’s an interesting day ahead, let’s go! Hall 9, Stand D47.(2/2) #K2022 #Kfair #MesseDüsseldorf #ResourceRevolution #CircularEconomy #CloseTheGap #TOMRATalks #textiles #bioplastics	['k2022', 'kfair', 'messedüsseldorf', 'resourcerevolution', 'circulareconomy', 'closethegap', 'tomratalks', 'textiles', 'bioplastics']
1819	@Feargal_Sharkey @thameswater @robertcourts And untreated wastewater and sewage is laced with microplastics and other harmful pollutants as we have shown:  Acute riverine microplastic contamination due to avoidable releases of untreated wastewater  PMBea38xav  dC6jnhsuKr	[]
1820	How do we stop the microplastic invasion and how harmful are they?  aRGfSwDqRO	[]
1821	Ever thought about adopting a more circular way of working? 🤔♻️  There are many benefits to this, such as increasing both profit and productivity 📈  Our top five tips could help 👉  xlod9bIOcU  #CircularEconomy #Sustainability  BrnZyxFfJa	['circulareconomy', 'sustainability']
1822	This year IUCN will participate in International Open Access Week for the first time, raising awareness and promoting the benefits of opening knowledge on conservation and the environment.   TFD0IailQp   #OAWeek #OpenForClimateJustice  ELKMx27OKg	['oaweek', 'openforclimatejustice']
1823	Thank you for your passion and commitment to the preservation of gibbons and their natural habitat. With your hard work and dedication these glorious gibbons are swinging free in the treetops! (2/2) #IGD2022 #gibbonconservation  EOGWmH08Yf	['igd2022', 'gibbonconservation']
